-1,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,148.92,219,78.84,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,858.48,2864.52,1445.4,508.08,78.84,8.76,0,0,0,0,0,0,0,0,0,0,0
2.5,0,744.6,560.64,324.12,157.68,35.04,0,0,0,0,0,0,0,0,0,0,0
3.5,0,87.6,262.8,61.32,52.56,35.04,8.76,0,0,0,0,0,0,0,0,0,0
4.5,0,0,105.12,35.04,8.76,8.76,8.76,0,0,0,0,0,0,0,0,0,0
5.5,0,0,8.76,26.28,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
