-1,0.25,0.75,1.25,1.75,2.25,2.75,3.25,3.75,4.25,4.75,5.25,5.75,6.25,6.75,7.25,7.75,8.25,8.75,9.25,9.75,10.25,10.75,11.25,11.75,12.25,12.75,13.25,13.75,14.25
0.25,0,0,0,0,0,0,8.893401015,8.893401015,8.893401015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,8.893401015,97.82741117,168.9746193,177.8680203,160.0812183,142.2944162,106.7208122,97.82741117,53.36040609,17.78680203,17.78680203,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25,0,0,0,0,0,0,8.893401015,151.1878173,257.9086294,320.1624365,249.0152284,204.5482234,160.0812183,97.82741117,62.25380711,35.57360406,17.78680203,8.893401015,0,0,0,0,0,0,0,0,0,0,0
1.75,0,0,0,0,0,0,0,0,80.04060914,257.9086294,337.9492386,284.5888325,231.2284264,160.0812183,97.82741117,53.36040609,35.57360406,17.78680203,8.893401015,0,0,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,0,0,0,53.36040609,222.3350254,266.8020305,284.5888325,177.8680203,106.7208122,62.25380711,44.46700508,17.78680203,8.893401015,0,0,0,0,0,0,0,0,0,0
2.75,0,0,0,0,0,0,0,0,0,0,62.25380711,222.3350254,275.6954315,177.8680203,106.7208122,88.93401015,53.36040609,26.68020305,17.78680203,8.893401015,0,0,0,0,0,0,0,0,0
3.25,0,0,0,0,0,0,0,0,0,0,0,62.25380711,177.8680203,204.5482234,106.7208122,88.93401015,53.36040609,26.68020305,17.78680203,8.893401015,8.893401015,0,0,0,0,0,0,0,0
3.75,0,0,0,0,0,0,0,0,0,0,0,8.893401015,62.25380711,151.1878173,133.4010152,80.04060914,62.25380711,26.68020305,17.78680203,8.893401015,8.893401015,0,0,0,0,0,0,0,0
4.25,0,0,0,0,0,0,0,0,0,0,0,0,8.893401015,53.36040609,115.6142132,80.04060914,44.46700508,26.68020305,17.78680203,8.893401015,8.893401015,0,0,0,0,0,0,0,0
4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,8.893401015,62.25380711,62.25380711,44.46700508,26.68020305,8.893401015,8.893401015,0,0,0,0,0,0,0,0,0
5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.68020305,53.36040609,53.36040609,17.78680203,8.893401015,8.893401015,0,0,0,0,0,0,0,0,0
5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.893401015,17.78680203,35.57360406,17.78680203,8.893401015,0,0,0,0,0,0,0,0,0,0
6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78680203,17.78680203,8.893401015,8.893401015,0,0,0,0,0,0,0,0,0
6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.893401015,8.893401015,8.893401015,8.893401015,0,0,0,0,0,0,0,0,0
7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.893401015,0,0,0,0,0,0,0,0,0,0,0
7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
