x (m),y (m),z (m),pressure (Pa)
 -3.224, -3.820, -0.196,    8454
 -2.820, -4.127, -0.196,    8595
 -2.241, -4.467, -0.196,    8776
 -0.855, -4.925, -0.196,    9043
  1.941, -4.607, -0.196,    8848
  4.990, -0.238, -0.392,    9448
  4.945, -0.715, -0.392,    9475
  4.713, -1.658, -0.392,    9607
  4.527, -2.113, -0.392,    9708
  4.852, -1.190, -0.392,    9528
  4.020, -2.966, -0.392,    9966
  3.705, -3.352, -0.392,   10113
  2.966, -4.020, -0.392,   10411
  2.551, -4.295, -0.392,   10550
  3.352, -3.705, -0.392,   10263
  4.295, -2.551, -0.392,    9830
  1.658, -4.713, -0.392,   10781
  1.190, -4.852, -0.392,   10864
  0.238, -4.990, -0.392,   10949
 -0.238, -4.990, -0.392,   10950
  0.715, -4.945, -0.392,   10921
 -1.190, -4.852, -0.392,   10868
 -1.658, -4.713, -0.392,   10787
 -2.551, -4.295, -0.392,   10558
 -2.966, -4.020, -0.392,   10419
 -2.113, -4.527, -0.392,   10682
 -0.715, -4.945, -0.392,   10923
  2.113, -4.527, -0.392,   10675
 -3.595, -3.473, -0.196,    8278
 -3.820, -3.224, -0.196,    8187
 -4.127, -2.820, -0.196,    8039
 -4.221, -2.678, -0.196,    7991
 -3.929, -3.090, -0.196,    8135
 -4.467, -2.241, -0.196,    7862
 -4.607, -1.941, -0.196,    7787
 -4.775, -1.479, -0.196,    7692
 -4.820, -1.323, -0.196,    7665
 -4.667, -1.788, -0.196,    7752
 -4.390, -2.391, -0.196,    7904
 -3.705, -3.352, -0.392,   10124
 -4.020, -2.966, -0.392,    9979
 -4.527, -2.113, -0.392,    9723
 -4.713, -1.658, -0.392,    9621
 -4.295, -2.551, -0.392,    9843
 -4.925, -0.855, -0.196,    7603
 -4.970, -0.539, -0.196,    7572
 -4.945, -0.715, -0.392,    9490
 -4.987, -0.285, -0.330,    8863
 -4.998, -0.074, -0.196,    7568
 -4.852, -1.190, -0.392,    9543
 -4.896, -1.009, -0.196,    7622
 -3.394, -3.667, -0.324,    9605
 -4.984,  0.387, -0.196,    7570
 -4.970,  0.539, -0.196,    7579
 -4.896,  1.009, -0.196,    7622
 -4.820,  1.323, -0.196,    7665
 -4.925,  0.855, -0.196,    7604
 -4.667,  1.788, -0.196,    7752
 -4.607,  1.941, -0.196,    7787
 -4.390,  2.391, -0.196,    7904
 -4.221,  2.678, -0.196,    7991
 -4.467,  2.241, -0.196,    7862
 -4.775,  1.479, -0.196,    7692
 -3.929,  3.090, -0.196,    8136
 -3.820,  3.224, -0.196,    8188
 -3.473,  3.595, -0.196,    8343
 -3.224,  3.820, -0.196,    8445
 -3.595,  3.473, -0.196,    8289
 -2.820,  4.127, -0.196,    8595
 -2.678,  4.221, -0.196,    8643
 -2.241,  4.467, -0.196,    8776
 -1.941,  4.607, -0.196,    8854
 -2.391,  4.390, -0.196,    8733
 -3.090,  3.929, -0.196,    8497
 -4.127,  2.820, -0.196,    8040
 -1.479,  4.775, -0.196,    8953
 -1.323,  4.820, -0.196,    8979
 -0.855,  4.925, -0.196,    9043
 -0.539,  4.970, -0.196,    9070
 -1.009,  4.896, -0.196,    9025
 -0.074,  4.998, -0.196,    9087
  0.074,  4.998, -0.196,    9087
  0.539,  4.970, -0.196,    9069
  0.855,  4.925, -0.196,    9040
  0.387,  4.984, -0.196,    9077
 -0.387,  4.984, -0.196,    9079
  1.323,  4.820, -0.196,    8975
  1.479,  4.775, -0.196,    8948
  1.941,  4.607, -0.196,    8848
  2.241,  4.467, -0.196,    8769
  1.788,  4.667, -0.196,    8884
  2.678,  4.221, -0.196,    8635
  2.820,  4.127, -0.196,    8586
  3.224,  3.820, -0.196,    8433
  3.473,  3.595, -0.196,    8321
  3.090,  3.929, -0.196,    8486
  2.391,  4.390, -0.196,    8726
  1.009,  4.896, -0.196,    9022
 -1.788,  4.667, -0.196,    8890
 -4.990,  0.238, -0.392,    9463
 -4.945,  0.715, -0.392,    9490
 -4.713,  1.658, -0.392,    9621
 -4.527,  2.113, -0.392,    9723
 -4.852,  1.190, -0.392,    9543
 -4.020,  2.966, -0.392,    9979
 -3.705,  3.352, -0.392,   10124
 -2.966,  4.020, -0.392,   10420
 -2.551,  4.295, -0.392,   10558
 -3.352,  3.705, -0.392,   10273
 -4.295,  2.551, -0.392,    9843
 -1.658,  4.713, -0.392,   10787
 -1.190,  4.852, -0.392,   10868
 -0.238,  4.990, -0.392,   10950
  0.238,  4.990, -0.392,   10949
 -0.715,  4.945, -0.392,   10923
  1.190,  4.852, -0.392,   10864
  1.658,  4.713, -0.392,   10781
  2.551,  4.295, -0.392,   10550
  2.966,  4.020, -0.392,   10410
  2.113,  4.527, -0.392,   10675
  0.715,  4.945, -0.392,   10921
 -2.113,  4.527, -0.392,   10682
  3.820,  3.224, -0.196,    8185
  3.929,  3.090, -0.196,    8125
  4.221,  2.678, -0.196,    7978
  4.390,  2.391, -0.196,    7890
  4.127,  2.820, -0.196,    8027
  4.607,  1.941, -0.196,    7772
  4.667,  1.788, -0.196,    7737
  4.820,  1.323, -0.196,    7649
  4.896,  1.009, -0.196,    7602
  4.775,  1.479, -0.196,    7676
  4.467,  2.241, -0.196,    7847
  3.666,  3.393, -0.324,    9476
  4.020,  2.966, -0.392,    9965
  4.527,  2.113, -0.392,    9708
  4.713,  1.658, -0.392,    9607
  4.295,  2.551, -0.392,    9830
  4.970,  0.539, -0.196,    7567
  4.984,  0.387, -0.196,    7555
  4.937,  0.760, -0.329,    8864
  4.990,  0.238, -0.392,    9448
  4.998,  0.074, -0.196,    7546
  4.852,  1.190, -0.392,    9528
  3.352,  3.705, -0.392,   10263
 -4.998,  0.074, -0.196,    7563
