 
      0  31000   7750      5
    1  0.3250000E+02 -0.7450000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.7350000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.7250000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.7150000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.7050000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6950000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6850000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6750000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6650000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6550000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6450000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6350000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6250000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6150000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.3250000E+02 -0.6050000E+02 -0.5000000E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
