   7645262.      -1.570794       7544827.      -1.570800       7247323.    
  -1.570793       6763988.      -1.570797       6112188.      -1.570793    
   5313860.      -1.570791       4393642.      -1.570795       3377193.    
  -1.570794       2289945.      -1.570806       1156388.      -1.570799    
   49.41702     -1.0967725E-03   1156388.       1.570796       2289948.    
   1.570808       3377193.       1.570795       4393638.       1.570793    
   5313860.       1.570791       6112188.       1.570792       6763986.    
   1.570796       7247323.       1.570794       7544826.       1.570799    
   7645262.       1.570794       7544826.       1.570800       7247324.    
   1.570793       6763990.       1.570797       6112188.       1.570793    
   5313860.       1.570791       4393640.       1.570793       3377190.    
   1.570794       2289943.       1.570806       1156388.       1.570797    
   49.41702      1.0967725E-03   1156389.      -1.570793       2289948.    
  -1.570808       3377194.      -1.570795       4393638.      -1.570793    
   5313860.      -1.570791       6112187.      -1.570792       6763989.    
  -1.570796       7247324.      -1.570794       7544828.      -1.570799    
  0.0000000E+00  0.0000000E+00   8833191.      -1.570783       8713676.    
  -1.570799       8360589.      -1.570789       7789153.      -1.570796    
   7022768.      -1.570795       6090240.      -1.570804       5022912.    
  -1.570796       3852072.      -1.570794       2607190.      -1.570799    
   1315047.      -1.570780       24.63478       3.140621       1315047.    
   1.570791       2607192.       1.570798       3852074.       1.570794    
   5022913.       1.570794       6090241.       1.570804       7022770.    
   1.570798       7789152.       1.570794       8360586.       1.570791    
   8713678.       1.570797       8833184.       1.570783       8713676.    
   1.570799       8360589.       1.570789       7789153.       1.570796    
   7022770.       1.570795       6090241.       1.570804       5022910.    
   1.570795       3852070.       1.570794       2607188.       1.570798    
   1315047.       1.570780       24.63478      -3.140621       1315048.    
  -1.570790       2607192.      -1.570798       3852075.      -1.570794    
   5022913.      -1.570794       6090241.      -1.570804       7022770.    
  -1.570798       7789151.      -1.570794       8360588.      -1.570791    
   8713682.      -1.570797      0.0000000E+00  0.0000000E+00  1.0096152E+07
  -1.570786       9954153.      -1.570792       9535524.      -1.570796    
   8861544.      -1.570794       7964300.      -1.570801       6882270.    
  -1.570801       5655854.      -1.570798       4323378.      -1.570794    
   2918579.      -1.570793       1469642.      -1.570773       6.073358    
   3.060141       1469641.       1.570777       2918579.       1.570795    
   4323380.       1.570791       5655853.       1.570800       6882270.    
   1.570803       7964302.       1.570801       8861547.       1.570795    
   9535526.       1.570797       9954154.       1.570791      1.0096152E+07
   1.570786       9954154.       1.570792       9535523.       1.570796    
   8861542.       1.570794       7964301.       1.570801       6882268.    
   1.570801       5655852.       1.570798       4323376.       1.570793    
   2918576.       1.570793       1469642.       1.570771       6.068593    
  -3.070405       1469641.      -1.570777       2918580.      -1.570795    
   4323380.      -1.570791       5655853.      -1.570800       6882269.    
  -1.570803       7964300.      -1.570801       8861547.      -1.570795    
   9535526.      -1.570797       9954155.      -1.570791      0.0000000E+00
  0.0000000E+00  1.1410329E+07  -1.570784      1.1241308E+07  -1.570798    
  1.0744791E+07  -1.570798       9950846.      -1.570797       8904000.    
  -1.570791       7656396.      -1.570801       6260664.      -1.570795    
   4763914.      -1.570796       3204235.      -1.570797       1609676.    
  -1.570782       1.369988     -0.2118650       1609676.       1.570776    
   3204239.       1.570795       4763914.       1.570794       6260665.    
   1.570795       7656396.       1.570801       8904002.       1.570792    
   9950841.       1.570798      1.0744796E+07   1.570798      1.1241305E+07
   1.570797      1.1410329E+07   1.570784      1.1241305E+07   1.570798    
  1.0744791E+07   1.570798       9950846.       1.570797       8904000.    
   1.570791       7656396.       1.570801       6260662.       1.570795    
   4763910.       1.570796       3204234.       1.570797       1609676.    
   1.570785       1.369988      0.2118650       1609676.      -1.570776    
   3204240.      -1.570795       4763916.      -1.570793       6260664.    
  -1.570795       7656394.      -1.570802       8904001.      -1.570792    
   9950844.      -1.570798      1.0744795E+07  -1.570798      1.1241303E+07
  -1.570797      0.0000000E+00  0.0000000E+00  1.2736594E+07  -1.570803    
  1.2535115E+07  -1.570794      1.1946051E+07  -1.570798      1.1011986E+07
  -1.570795       9795125.      -1.570793       8366470.      -1.570796    
   6794846.      -1.570798       5138190.      -1.570794       3438629.    
  -1.570799       1721791.      -1.570785       3.486609      4.6214922E-03
   1721788.       1.570789       3438631.       1.570799       5138190.    
   1.570794       6794848.       1.570797       8366470.       1.570795    
   9795125.       1.570795      1.1011988E+07   1.570795      1.1946054E+07
   1.570798      1.2535117E+07   1.570794      1.2736595E+07   1.570803    
  1.2535115E+07   1.570794      1.1946051E+07   1.570798      1.1011986E+07
   1.570795       9795128.       1.570793       8366470.       1.570796    
   6794844.       1.570797       5138188.       1.570794       3438628.    
   1.570801       1721791.       1.570785       3.486609     -4.6214922E-03
   1721789.      -1.570790       3438633.      -1.570799       5138190.    
  -1.570794       6794848.      -1.570797       8366469.      -1.570795    
   9795126.      -1.570795      1.1011986E+07  -1.570795      1.1946055E+07
  -1.570798      1.2535120E+07  -1.570795      0.0000000E+00  0.0000000E+00
