           9
  0.5000000      0.5000000      0.5000000       1.000000       1.000000    
   1.000000       1.500000       1.500000       1.500000    
  0.0000000E+00  0.7853982      -1.000000      0.0000000E+00  0.7853982    
  -1.000000      0.0000000E+00  0.7853982      -1.000000    
           0           0           0           0           0           0
           0           0           0
           1           1           1           1           1           1
           1           1           1
           0           0           0           0           0           0
           0           0           0
           0           0           0           0           0           0
           0           0           0
 -0.5523404     -3.9539333E-02 -0.3801011      9.4046675E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.4358855      0.5114837    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.3467215    
  0.8798909       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3819243      8.6345069E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.4715921      0.4787615    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.2000956    
  0.9243298       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3835914      7.8608185E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5048493      0.4435525    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      4.8218057E-02
  0.9445098       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3851019      7.0839189E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5354843      0.4060397    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.1049248    
  0.9399014       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3864549      6.3041240E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5633379      0.3664179    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.2553142    
  0.9106253       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3876502      5.5217538E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5882655      0.3248929    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.3990027    
  0.8574501       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3886870      4.7371283E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6101376      0.2816804    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.5322196    
  0.7817711       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3895651      3.9505672E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6288405      0.2370048    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.6514683    
  0.6855748       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3902839      3.1623922E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6442773      0.1910981    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.7536195    
  0.5713856       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3908434      2.3729254E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6563675      0.1441990    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.8359919    
  0.4422005       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3912432      1.5824892E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6650486      9.6550755E-02
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.8964239    
  0.3014099       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3914831      7.9140626E-03   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6702753      4.8401084E-02
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.9333294    
  0.1527089       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3915631      0.0000000E+00   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6720206      0.0000000E+00
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.9457398    
  0.0000000E+00   19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3914831     -7.9140626E-03   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6702753     -4.8401084E-02
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.9333294    
 -0.1527089       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3912432     -1.5824892E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6650486     -9.6550770E-02
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.8964239    
 -0.3014099       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3908434     -2.3729254E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6563675     -0.1441990    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.8359919    
 -0.4422005       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3902839     -3.1623922E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6442773     -0.1910982    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.7536194    
 -0.5713856       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3895651     -3.9505672E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6288405     -0.2370048    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.6514683    
 -0.6855748       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3886870     -4.7371283E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.6101376     -0.2816804    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.5322196    
 -0.7817711       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3876502     -5.5217534E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5882655     -0.3248929    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.3990028    
 -0.8574501       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3864549     -6.3041240E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5633379     -0.3664179    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.2553142    
 -0.9106253       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3851019     -7.0839182E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5354843     -0.4060397    
   19.50000      0.0000000E+00  -1.123568     -0.7255635     -0.1049249    
 -0.9399014       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3835914     -7.8608185E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.5048493     -0.4435525    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      4.8218057E-02
 -0.9445098       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3819243     -8.6345069E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.4715921     -0.4787615    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.2000956    
 -0.9243298       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3801011     -9.4046675E-02   19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.4358855     -0.5114837    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.3467215    
 -0.8798909       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3781226     -0.1017099       19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.3979147     -0.5415492    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.4842480    
 -0.8123593       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3759897     -0.1093315       19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.3578772     -0.5688019    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.6090655    
 -0.7235075       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3737032     -0.1169085       19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.3159809     -0.5931002    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.7178980    
 -0.6156674       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3712639     -0.1244377       19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.2724433     -0.6143178    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.8078893    
 -0.4916692       19.50000      0.0000000E+00
 -0.5523404     -3.9539333E-02 -0.3686730     -0.1319160       19.50000    
  0.0000000E+00 -0.9196817     -0.2396015     -0.2274906     -0.6323446    
   19.50000      0.0000000E+00  -1.123568     -0.7255635      0.8766778    
 -0.3547674       19.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3706008      9.1696054E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.3936430      0.4619149    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550      0.2756589    
  0.6995521       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3723784      8.4186941E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.4258893      0.4323638    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550      0.1590848    
  0.7348830       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3740039      7.6643430E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.4559235      0.4005671    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550      3.8335480E-02
  0.7509269       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3754765      6.9068618E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.4835896      0.3666897    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -8.3419874E-02
  0.7472630       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3767958      6.1465569E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.5087438      0.3309077    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.2029861    
  0.7239872       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3779612      5.3837419E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.5312557      0.2934070    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.3172247    
  0.6817107       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3789721      4.6187274E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.5510080      0.2543822    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.4231381    
  0.6215425       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3798282      3.8518261E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.5678985      0.2140362    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.5179461    
  0.5450621       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3805291      3.0833507E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.5818392      0.1725785    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.5991607    
  0.4542767       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3810745      2.3136159E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.5927578      0.1302244    
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.6646504    
  0.3515689       18.50000      0.0000000E+00
 -0.5385351     -3.8551077E-02 -0.3814643      1.5429361E-02   18.50000    
  0.0000000E+00 -0.8305538     -0.2163813     -0.6005976      8.7193854E-02
   18.50000      0.0000000E+00 -0.8932861     -0.5768550     -0.7126966    
