VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=     5,F=POINT
 0.7200  0.194279E+07  0.989903E+06  0.122784E+07  0.649774E+06  0.127525E+07  0.437760E-01 -186.04   -6.04  -78.37   -6.06   -6.06   83.14
 0.7854  0.215489E+07  0.109797E+07  0.103193E+07  0.737499E+06  0.144742E+07  0.105601E+00 -188.81   -8.81  -74.70   -8.81   -8.81   86.59
Zone t="Diffraction force - beta = 162.000 deg",I=     5,F=POINT
 0.5236  0.131716E+07  0.427971E+06  0.191707E+07  0.250120E+06  0.769790E+06  0.236193E-01 -181.37   -1.37  -85.75   -1.37   -1.37  -84.21
 0.5890  0.155678E+07  0.505829E+06  0.167624E+07  0.309339E+06  0.952047E+06  0.126851E-01 -182.32   -2.32  -83.90   -2.32   -2.32  -75.31
 0.6545  0.181746E+07  0.590529E+06  0.144461E+07  0.374419E+06  0.115234E+07  0.884966E-02 -183.85   -3.85  -81.38   -3.86   -3.86   61.67
 0.7200  0.207373E+07  0.673796E+06  0.122784E+07  0.442281E+06  0.136120E+07  0.438082E-01 -186.04   -6.04  -78.37   -6.06   -6.06   83.11
 0.7854  0.230012E+07  0.747354E+06  0.103193E+07  0.501993E+06  0.154497E+07  0.105665E+00 -188.81   -8.81  -74.70   -8.81   -8.81   86.57
Zone t="Diffraction force - beta = 171.000 deg",I=     5,F=POINT
 0.5236  0.136789E+07  0.216653E+06  0.191706E+07  0.126619E+06  0.799440E+06  0.268556E-01 -181.37   -1.37  -85.75   -1.37   -1.37  -84.88
 0.5890  0.161675E+07  0.256067E+06  0.167624E+07  0.156598E+06  0.988717E+06  0.192524E-01 -182.32   -2.32  -83.90   -2.32   -2.32  -80.47
 0.6545  0.188747E+07  0.298945E+06  0.144461E+07  0.189543E+06  0.119673E+07  0.711480E-02 -183.85   -3.85  -81.38   -3.86   -3.86  -53.94
 0.7200  0.215360E+07  0.341098E+06  0.122784E+07  0.223897E+06  0.141363E+07  0.180279E-01 -186.04   -6.04  -78.37   -6.06   -6.06   73.02
