Nb de periode :    24
 0.5000
  0.393708E+04 -0.658274E-03 -0.850490E-01 -0.200203E-02 -0.694311E+04 -0.187661E-06
  0.220412E-02  0.393708E+04 -0.951883E-02  0.694313E+04 -0.106988E-01 -0.322219E-05
  0.208282E-02 -0.158072E-02  0.182618E+05  0.413550E-02  0.282311E-02 -0.174268E-02
 -0.114310E-02  0.707399E+04 -0.584766E+00  0.124689E+05  0.785705E-02 -0.428602E-05
 -0.707398E+04 -0.367582E-02 -0.339535E-01 -0.585244E-02  0.124688E+05  0.114297E-05
 -0.377531E-08  0.524506E-08 -0.182924E-02  0.207830E-06  0.150951E-06  0.148887E-08
 0.5435
  0.626623E+04  0.127614E-02 -0.913553E-01  0.621536E-02 -0.108913E+05  0.133878E-07
 -0.169837E-02  0.626623E+04 -0.285651E-01  0.108912E+05  0.167362E-02  0.127948E-06
 -0.404358E-02 -0.864458E-02  0.204540E+05 -0.148925E-01 -0.866103E-02 -0.200600E-02
 -0.128409E-01  0.111066E+05 -0.685095E+00  0.193209E+05  0.135827E-01  0.549841E-05
 -0.111066E+05 -0.312752E-02 -0.807449E-01 -0.622190E-02  0.193209E+05  0.171363E-06
  0.157097E-07  0.179580E-08 -0.210420E-02  0.326446E-07 -0.256277E-06  0.246547E-08
 0.5870
  0.980096E+04 -0.271589E-02 -0.105541E+00 -0.341047E-02 -0.167526E+05 -0.267057E-05
  0.187933E-02  0.980096E+04 -0.554441E-01  0.167526E+05  0.477092E-02  0.108121E-06
 -0.647736E-02  0.634432E-02  0.220712E+05  0.345893E-01  0.644016E-02 -0.227087E-02
 -0.163512E-01  0.170743E+05 -0.784822E+00  0.291710E+05  0.152495E-01 -0.257138E-05
 -0.170743E+05  0.377059E-03 -0.186448E+00  0.167486E-01  0.291709E+05 -0.994653E-06
  0.167984E-06 -0.428818E-07 -0.237862E-02 -0.203113E-06 -0.526974E-07  0.270876E-09
 0.6304
  0.152190E+05 -0.236857E-02 -0.104481E+00 -0.753462E-02 -0.255948E+05  0.113528E-05
  0.523591E-02  0.152190E+05 -0.703972E-01  0.255948E+05 -0.152046E-01 -0.149303E-05
 -0.624847E-02 -0.425339E-02  0.239789E+05  0.206113E-02  0.438213E-03 -0.254610E-02
 -0.286266E-01  0.260684E+05 -0.820710E+00  0.438934E+05  0.314771E-01 -0.248809E-05
 -0.260684E+05  0.279689E-02 -0.294313E+00  0.291290E-01  0.438934E+05 -0.117952E-05
  0.472806E-06 -0.869311E-07 -0.266637E-02 -0.214388E-07 -0.680142E-06 -0.266695E-08
 0.6739
  0.230560E+05 -0.406444E-02 -0.944374E-01  0.115762E-01 -0.379734E+05  0.680331E-06
 -0.226009E-02  0.230560E+05 -0.672700E-01  0.379733E+05 -0.104881E-01  0.755515E-05
 -0.108719E-01  0.259876E-03  0.248470E+05  0.245472E-01  0.192904E-02 -0.279246E-02
 -0.399966E-01  0.386834E+05 -0.675186E+00  0.636873E+05  0.774098E-01  0.142785E-04
 -0.386834E+05 -0.378346E-02 -0.316932E+00  0.374808E-01  0.636873E+05 -0.273436E-05
 -0.309792E-07 -0.120887E-06 -0.292482E-02 -0.225801E-06 -0.835908E-06  0.141896E-07
 0.7174
  0.342452E+05 -0.266910E-02 -0.450132E-01  0.988275E-03 -0.551557E+05 -0.148732E-05
 -0.226021E-03  0.342452E+05 -0.103758E-01  0.551557E+05 -0.142438E-01 -0.235101E-06
 -0.600433E-02 -0.217819E-02  0.254151E+05 -0.327322E-02  0.184944E-01 -0.300633E-02
 -0.431004E-01  0.562217E+05 -0.571665E+00  0.904676E+05  0.799193E-01  0.742078E-05
 -0.562217E+05 -0.155988E-01 -0.271638E+00 -0.213984E-01  0.904677E+05  0.122096E-05
  0.359865E-06 -0.624181E-07 -0.315099E-02 -0.657287E-06 -0.527839E-06  0.561514E-07
 0.7609
  0.496876E+05 -0.141141E-01 -0.136620E-01 -0.198249E-02 -0.782245E+05  0.121072E-06
 -0.323868E-02  0.496876E+05  0.726740E-01  0.782245E+05  0.641002E-02  0.370148E-05
 -0.788116E-02 -0.170531E-01  0.256393E+05  0.133777E-01 -0.286174E-02 -0.317323E-02
 -0.223231E-01  0.797251E+05 -0.348244E+00  0.125524E+06 -0.380737E-01 -0.501669E-05
 -0.797251E+05 -0.144191E-01 -0.270295E+00  0.107216E-01  0.125524E+06 -0.849366E-06
  0.144028E-07  0.205802E-06 -0.332686E-02  0.328914E-06  0.399144E-06  0.174185E-07
 0.8043
  0.699134E+05 -0.118608E-01  0.533801E-02 -0.292464E-01 -0.107371E+06 -0.364985E-05
  0.511837E-02  0.699134E+05  0.108750E+00  0.107371E+06 -0.178217E-02  0.380422E-05
 -0.143890E-01 -0.145893E-01  0.249821E+05 -0.187569E-01  0.225565E-01 -0.327220E-02
  0.270944E-01  0.109266E+06 -0.260910E+00  0.167720E+06 -0.315471E-01 -0.680401E-05
 -0.109266E+06 -0.840569E-01 -0.332006E+00 -0.742321E-01  0.167720E+06  0.601634E-06
  0.328245E-06 -0.785273E-06 -0.342389E-02 -0.783354E-06  0.573190E-06 -0.631210E-07
 0.8478
  0.960961E+05 -0.113792E-01  0.820244E-01 -0.227859E-01 -0.143419E+06  0.444241E-05
  0.551319E-02  0.960960E+05  0.167363E+00  0.143419E+06 -0.316526E-01  0.492483E-05
 -0.229797E-01  0.264215E-02  0.240071E+05  0.393022E-01  0.362899E-01 -0.332626E-02
 -0.230322E-01  0.146055E+06 -0.271142E+00  0.217980E+06  0.256690E-01  0.142257E-04
 -0.146056E+06 -0.669374E-01 -0.365268E+00 -0.602443E-01  0.217980E+06 -0.326522E-05
 -0.333592E-06  0.284286E-06 -0.349332E-02 -0.229214E-07  0.125234E-05  0.503373E-07
 0.8913
  0.128586E+06 -0.167751E-01  0.928959E-01  0.597270E-03 -0.185982E+06 -0.452250E-05
 -0.179243E-02  0.128586E+06  0.177848E+00  0.185982E+06  0.449173E-01 -0.133796E-05
 -0.162735E-01 -0.195565E-01  0.225229E+05 -0.127078E-01 -0.265265E-02 -0.332484E-02
 -0.906534E-01  0.189543E+06 -0.235893E+00  0.274051E+06  0.107806E+00  0.122127E-04
 -0.189543E+06 -0.818253E-02 -0.163022E+00  0.142384E-01  0.274051E+06 -0.502914E-06
 -0.726031E-06 -0.352724E-06 -0.348661E-02 -0.140026E-05  0.177189E-05 -0.959821E-07
 0.9348
  0.167545E+06 -0.305843E-01  0.106886E+00 -0.401054E-01 -0.234352E+06  0.689179E-06
 -0.307178E-02  0.167545E+06  0.800803E-01  0.234352E+06  0.421144E-01  0.202791E-04
 -0.122299E-01 -0.106916E-01  0.210184E+05  0.374988E-03  0.170565E-02 -0.325787E-02
 -0.155794E+00  0.238828E+06 -0.453094E+00  0.333888E+06  0.180992E+00 -0.204192E-05
 -0.238828E+06  0.179682E-01 -0.784553E-01  0.133754E-01  0.333887E+06  0.443310E-05
  0.683751E-06  0.194608E-05 -0.341694E-02  0.348564E-05 -0.108819E-05 -0.913302E-06
 0.9783
  0.213054E+06  0.419273E-01  0.102785E+00  0.832598E-02 -0.287751E+06 -0.175461E-05
  0.129700E-02  0.213054E+06 -0.112913E+00  0.287751E+06  0.120010E-01 -0.420096E-05
 -0.215302E-01 -0.573120E-01  0.187392E+05 -0.415681E-01  0.256026E-01 -0.316337E-02
 -0.130484E+00  0.293075E+06 -0.443702E+00  0.395590E+06  0.160705E+00  0.104450E-04
 -0.293075E+06 -0.724316E-01  0.141386E+00 -0.600048E-01  0.395591E+06 -0.908971E-06
 -0.201515E-06  0.148691E-05 -0.331749E-02  0.285933E-05  0.388147E-06  0.535512E-06
 1.0217
  0.263888E+06  0.733671E-01 -0.471152E-01  0.633600E-01 -0.343098E+06 -0.251830E-05
 -0.946808E-02  0.263888E+06 -0.144657E+00  0.343098E+06  0.580470E-02 -0.354159E-05
 -0.247955E-01 -0.393066E-01  0.166323E+05 -0.418539E-01  0.137420E-01 -0.302489E-02
 -0.140917E+00  0.349125E+06 -0.114681E+00  0.453688E+06  0.116782E+00 -0.354787E-05
 -0.349125E+06 -0.464859E-01  0.661576E-02  0.688213E-01  0.453688E+06  0.306591E-05
  0.106890E-05  0.168353E-05 -0.317326E-02  0.211156E-05 -0.204413E-05 -0.244764E-06
 1.0652
  0.318140E+06 -0.542994E-01 -0.505285E-01 -0.774035E-01 -0.396095E+06  0.838190E-06
 -0.165081E-02  0.318140E+06  0.178889E-01  0.396095E+06 -0.142549E-02 -0.108732E-06
 -0.432587E-02 -0.146141E-01  0.150119E+05 -0.199075E-01 -0.701582E-02 -0.284817E-02
  0.330086E-01  0.403029E+06  0.310279E+00  0.501453E+06 -0.771524E-01  0.876095E-05
 -0.403029E+06  0.423412E-01  0.152341E+00  0.704524E-02  0.501453E+06  0.184774E-05
